age,brand,buildable,category,color,condition,description,energy_grade,fees_included,first_posted,floors,ghg_grade,icon,images,indoor_area,last_updated,latitude,leverage_rating,location,longitude,make,model,outdoor_area,postal_code,price,price_new,price_per_square_meter,reposting_count,rooms,starting_price,summary,time_to_work,title,url,user_rating,value_rating,vendor
23,,,Appartement,,,"bel appartement au 2e etage d'une belle maison de maitre. il est compose de 2 chambres, d'un salon, d'une cuisine, salle de bains et toilettes separes. vous pouvez egalement profiter d'un jardin commun avec partie privative de presque 800m2. proche de toutes les commodites : gare, commerces, ecoles. libre debut aout 2020. visite virtuelle sur demande. reference annonce : 675 honoraires a la charge du locataire : 375 € ttc dont 175 € pour l'etat des lieux depot de garantie : 570 € montant des charges : 40 € / mois modalite de recuperation des charges locatives : forfait",,,2020-06-26T11:34:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/cde8b63c4a2e8b474bf48eb177c404a2eaec5d6b.jpg, https://img0.leboncoin.fr/ad-large/ff2b6e9d1ad8384758232f566270f53f91a78c05.jpg, https://img3.leboncoin.fr/ad-large/ee102bb42bbaee3e217ede05e54c450df3c9d919.jpg, https://img5.leboncoin.fr/ad-large/50626bd0e9920282708af7ce09ac2d99ceaf7b14.jpg, https://img3.leboncoin.fr/ad-large/cd656cc4eeca16d4fd0c195889dd56bda0bc0150.jpg, https://img6.leboncoin.fr/ad-large/24eacbc261f2e9534187705b50876a01b48aeb27.jpg, https://img0.leboncoin.fr/ad-large/cde8b63c4a2e8b474bf48eb177c404a2eaec5d6b.jpg, https://img0.leboncoin.fr/ad-large/ff2b6e9d1ad8384758232f566270f53f91a78c05.jpg, https://img3.leboncoin.fr/ad-large/ee102bb42bbaee3e217ede05e54c450df3c9d919.jpg, https://img5.leboncoin.fr/ad-large/50626bd0e9920282708af7ce09ac2d99ceaf7b14.jpg, https://img3.leboncoin.fr/ad-large/cd656cc4eeca16d4fd0c195889dd56bda0bc0150.jpg, https://img6.leboncoin.fr/ad-large/24eacbc261f2e9534187705b50876a01b48aeb27.jpg, https://img0.leboncoin.fr/ad-large/cde8b63c4a2e8b474bf48eb177c404a2eaec5d6b.jpg",76,2020-06-26T11:34:00,48.9837551,5,pagny-sur-moselle,6.0197497,,,,54530,610,,8.02631578947369,0,3,610,"price: <i >610</i> €<br />indoor area: <i >76</i> m²<br />outdoor area: <i >76</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1805694318.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 76 m2,https://www.leboncoin.fr/locations/1805694318.htm/,,5,https://www.leboncoin.fr/
22,,,Appartement,,,"nancy artem/leclerc , charmant f2 renove avec jardin privatif proche artem , arret de tram tres proche de l'immeuble. profiter de charmant appartement de type f2 spacieux renove tout recemment . cet appartement vous seduira par sa grande luminosite et la proximite des transports en communs . il se compose d'une entree, d'un vaste sejour lumineux avec parquet neuf au sol , d'une chambre au calme donnant sur grand jardin privatif , une cuisine independante equipee avec frigo , une salle de bains wc. grand jardin privatif expose plein sud .. . disponible fin mai 2020 reference annonce : e1l5xm honoraires a la charge du locataire : 462 € ttc dont 126 € pour l'etat des lieux depot de garantie : 530 € montant des charges : 20 € / mois",e,,2020-06-26T17:43:00,,d,veterinary,"https://img5.leboncoin.fr/ad-large/87c950a05b00b8993c9e42b76e18f74dd1020d40.jpg, https://img5.leboncoin.fr/ad-large/395e72762de3382c96b185356c08c76d7803e3e2.jpg, https://img0.leboncoin.fr/ad-large/4cf6675bac4bb47f4a31200a5c161717ec136790.jpg, https://img7.leboncoin.fr/ad-large/7188e80211b21e7598e124049eab1d7c266f56ee.jpg, https://img2.leboncoin.fr/ad-large/d2d8e54fd5a942cadb831bdac8deba8a8f2a0ad8.jpg, https://img2.leboncoin.fr/ad-large/289394b457107d61e80b08a0ecb84cf5c1dbdfef.jpg, https://img7.leboncoin.fr/ad-large/aded5d12a87e2341dcc43f47a94243f634b1612d.jpg, https://img5.leboncoin.fr/ad-large/5c8444b910e1863ffe937ae63669545e786a349a.jpg, https://img5.leboncoin.fr/ad-large/87c950a05b00b8993c9e42b76e18f74dd1020d40.jpg, https://img5.leboncoin.fr/ad-large/395e72762de3382c96b185356c08c76d7803e3e2.jpg, https://img0.leboncoin.fr/ad-large/4cf6675bac4bb47f4a31200a5c161717ec136790.jpg, https://img7.leboncoin.fr/ad-large/7188e80211b21e7598e124049eab1d7c266f56ee.jpg, https://img2.leboncoin.fr/ad-large/d2d8e54fd5a942cadb831bdac8deba8a8f2a0ad8.jpg, https://img2.leboncoin.fr/ad-large/289394b457107d61e80b08a0ecb84cf5c1dbdfef.jpg, https://img7.leboncoin.fr/ad-large/aded5d12a87e2341dcc43f47a94243f634b1612d.jpg, https://img5.leboncoin.fr/ad-large/5c8444b910e1863ffe937ae63669545e786a349a.jpg, https://img5.leboncoin.fr/ad-large/87c950a05b00b8993c9e42b76e18f74dd1020d40.jpg",42,2020-06-26T17:43:00,48.6937223,5,nancy,6.1834097,,,,54000,550,,13.0952380952381,0,2,550,"price: <i >550</i> €<br />indoor area: <i >42</i> m²<br />outdoor area: <i >42</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >e</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1778445785.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 42 m2,https://www.leboncoin.fr/locations/1778445785.htm/,,5,https://www.leboncoin.fr/
22,,,Appartement,,,location d'un appartement bien renover compose de salon cuisine equiper de lave-vaisselle le four le frigo salle de bain wc 2 chambres jardin me contacter uniquement par telephone,,,2020-06-27T09:51:00,,,veterinary,"https://img2.leboncoin.fr/ad-large/dc8b348b362680fb294b2853913669145162a962.jpg, https://img7.leboncoin.fr/ad-large/b41b87e2531abe1b908caca66f650583c449a0ea.jpg, https://img0.leboncoin.fr/ad-large/953087ad8d3acf98400b791afad99dcf09c79524.jpg, https://img2.leboncoin.fr/ad-large/dc8b348b362680fb294b2853913669145162a962.jpg, https://img7.leboncoin.fr/ad-large/b41b87e2531abe1b908caca66f650583c449a0ea.jpg, https://img0.leboncoin.fr/ad-large/953087ad8d3acf98400b791afad99dcf09c79524.jpg, https://img2.leboncoin.fr/ad-large/dc8b348b362680fb294b2853913669145162a962.jpg",65,2020-06-27T09:51:00,48.7658301,5,pompey,6.1229922,,,,54340,620,,9.53846153846154,0,3,620,"price: <i >620</i> €<br />indoor area: <i >65</i> m²<br />outdoor area: <i >65</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1805750186.htm/"">leboncoin.fr</a> <br />",,t3 a louer centre ville,https://www.leboncoin.fr/locations/1805750186.htm/,,5,https://www.leboncoin.fr/profil/5337aa37-dd55-451a-b600-6fb2d439b127/offres
21,,,Maison,,,"loue maison duplex comprenant : cuisine equipee cheminee a bois avec insert salon, sejour wc avec salle de bain equipee, douche, lavabo, machine a laver c cave voutee, terrasse cloturee, jardin etc",d,,2020-06-27T18:44:00,,d,veterinary,"https://img0.leboncoin.fr/ad-large/b22ee065c2a23d9ef3e3a6a5f47436a1017990ce.jpg, https://img0.leboncoin.fr/ad-large/45340d0ec0e70df26f01d285c41329f2d88767df.jpg, https://img4.leboncoin.fr/ad-large/2e9435aca4f54366e1065218d11ffc12b3c50635.jpg, https://img0.leboncoin.fr/ad-large/b22ee065c2a23d9ef3e3a6a5f47436a1017990ce.jpg, https://img0.leboncoin.fr/ad-large/45340d0ec0e70df26f01d285c41329f2d88767df.jpg, https://img4.leboncoin.fr/ad-large/2e9435aca4f54366e1065218d11ffc12b3c50635.jpg, https://img0.leboncoin.fr/ad-large/b22ee065c2a23d9ef3e3a6a5f47436a1017990ce.jpg",70,2020-06-27T18:44:00,48.6848709,5,laxou,6.1522232,,,,54520,600,,8.57142857142857,0,5,600,"price: <i >600</i> €<br />indoor area: <i >70</i> m²<br />outdoor area: <i >70</i> m²<br />rooms: <i >5</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1806088468.htm/"">leboncoin.fr</a> <br />",,maison avec terrasse et jardin,https://www.leboncoin.fr/locations/1806088468.htm/,,5,https://www.leboncoin.fr/profil/782d58b8-ec89-48df-b14d-8b50b2494f14/offres
19,,,Appartement,,,"f4 rez de chaussee avec jardin - jarny - 4 piece(s) - 79.05 m2 a jarny, 5 rue emile zola : f4 de de 79.05m2 situe en rez de chaussee, compose d'une cuisine amenagee ouverte sur sejour, grand couloir de degagement, 3 chambres lumineuses et une salle de douche. acces direct au jardin. chauffage individuel au gaz, cave et grenier. classe energie c. disponible des le 4 aout 2020 reference annonce : 2369nma honoraires a la charge du locataire : 553 € ttc dont 237 € pour l'etat des lieux depot de garantie : 565 €",c,,2020-06-29T21:02:00,,d,veterinary,"https://img1.leboncoin.fr/ad-large/2d4646a078c5695c1a4e7a870d2d5ecda4c48064.jpg, https://img2.leboncoin.fr/ad-large/a3cbd8d708ab688cd2aab575e801a2ecd492b03c.jpg, https://img6.leboncoin.fr/ad-large/18617bbed88675ef7e0d053abd8fdc976f27088c.jpg, https://img6.leboncoin.fr/ad-large/1c541a63739a8dbe3b26973a702b83b37a891168.jpg, https://img6.leboncoin.fr/ad-large/a4ae5f0b6dbcebd84e571a2f333d859f00beb073.jpg, https://img4.leboncoin.fr/ad-large/28dacc10bad6d6efad4f029b320ca3bb3140e1d7.jpg, https://img7.leboncoin.fr/ad-large/ee55967c6cf310fcbe254d0856e447b1bb4864d6.jpg, https://img5.leboncoin.fr/ad-large/5ccfae50f86e74e6e3db159a7625bbf3df97b830.jpg, https://img1.leboncoin.fr/ad-large/2d4646a078c5695c1a4e7a870d2d5ecda4c48064.jpg, https://img2.leboncoin.fr/ad-large/a3cbd8d708ab688cd2aab575e801a2ecd492b03c.jpg, https://img6.leboncoin.fr/ad-large/18617bbed88675ef7e0d053abd8fdc976f27088c.jpg, https://img6.leboncoin.fr/ad-large/1c541a63739a8dbe3b26973a702b83b37a891168.jpg, https://img6.leboncoin.fr/ad-large/a4ae5f0b6dbcebd84e571a2f333d859f00beb073.jpg, https://img4.leboncoin.fr/ad-large/28dacc10bad6d6efad4f029b320ca3bb3140e1d7.jpg, https://img7.leboncoin.fr/ad-large/ee55967c6cf310fcbe254d0856e447b1bb4864d6.jpg, https://img5.leboncoin.fr/ad-large/5ccfae50f86e74e6e3db159a7625bbf3df97b830.jpg, https://img1.leboncoin.fr/ad-large/2d4646a078c5695c1a4e7a870d2d5ecda4c48064.jpg",79,2020-06-29T21:02:00,49.1569586,5,jarny,5.8821708,,,,54800,565,,7.15189873417722,0,4,565,"price: <i >565</i> €<br />indoor area: <i >79</i> m²<br />outdoor area: <i >79</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1807406581.htm/"">leboncoin.fr</a> <br />",,appartement 4 pieces 79 m2,https://www.leboncoin.fr/locations/1807406581.htm/,,5,https://www.leboncoin.fr/
19,,,Maison,,,"mereville, 10 mn nancy maison de village en tres bon etat general, compose de : rdc : entree, cuisine 16 m2, sejour 25 m2, salle bains avec douche et wc 1er etage : 2 chambres, degagement, dressing cave, chauffage central au gaz, bonne isolation, pas de jardin ni de garage, parking prix 620 euros + 30 euros de charges",d,,2020-06-30T09:02:00,,c,veterinary,"https://img4.leboncoin.fr/ad-large/bb80bd9a64d8380015159a459a3e72a1c529a5d6.jpg, https://img6.leboncoin.fr/ad-large/ddaa7ec10824fe4f39b6407ec98b4a30a6bdccfe.jpg, https://img2.leboncoin.fr/ad-large/c509631f06fdeeca44e39debb2e9e3a7d2e6ecbb.jpg, https://img4.leboncoin.fr/ad-large/bb80bd9a64d8380015159a459a3e72a1c529a5d6.jpg, https://img6.leboncoin.fr/ad-large/ddaa7ec10824fe4f39b6407ec98b4a30a6bdccfe.jpg, https://img2.leboncoin.fr/ad-large/c509631f06fdeeca44e39debb2e9e3a7d2e6ecbb.jpg, https://img4.leboncoin.fr/ad-large/bb80bd9a64d8380015159a459a3e72a1c529a5d6.jpg",90,2020-06-30T09:02:00,48.5922,5,mereville,6.1526,,,,54850,650,,7.22222222222222,0,3,650,"price: <i >650</i> €<br />indoor area: <i >90</i> m²<br />outdoor area: <i >90</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1741492497.htm/"">leboncoin.fr</a> <br />",,maison de village mereville,https://www.leboncoin.fr/locations/1741492497.htm/,,5,https://www.leboncoin.fr/profil/389c2b28-deae-4105-9e4b-a269ffecfaf1/offres
10,,,Appartement,,,"appartement joeuf 2 piece(s) 74 m2 appartement en rdc avec jardin, comprenant cuisine ouverte sur sejour, 1 chambre, bureau avec mezzanine, salle de bains et wc. libre de suite. loyer: 510euros + 10euros de charges reference annonce : g00162024 honoraires a la charge du locataire : 510 € ttc dont 150 € pour l'etat des lieux depot de garantie : 510 € montant des charges : 10 € / mois",,,2020-07-09T11:03:00,,,veterinary,"https://img7.leboncoin.fr/ad-large/3d2abfe40b68f723ea83b4f17499f0bd14a2fe50.jpg, https://img5.leboncoin.fr/ad-large/6500cb16b073487af4b98525262eb41dd6debf3e.jpg, https://img3.leboncoin.fr/ad-large/73039da0ad53358609c73371f9a186f6d1f74e52.jpg, https://img5.leboncoin.fr/ad-large/caa2797adac0e47e430a6407a3643515b53e2415.jpg, https://img7.leboncoin.fr/ad-large/3d2abfe40b68f723ea83b4f17499f0bd14a2fe50.jpg, https://img5.leboncoin.fr/ad-large/6500cb16b073487af4b98525262eb41dd6debf3e.jpg, https://img3.leboncoin.fr/ad-large/73039da0ad53358609c73371f9a186f6d1f74e52.jpg, https://img5.leboncoin.fr/ad-large/caa2797adac0e47e430a6407a3643515b53e2415.jpg, https://img7.leboncoin.fr/ad-large/3d2abfe40b68f723ea83b4f17499f0bd14a2fe50.jpg",74,2020-07-09T11:03:00,49.2302031,5,joeuf,6.0092074,,,,54240,520,,7.02702702702703,0,2,520,"price: <i >520</i> €<br />indoor area: <i >74</i> m²<br />outdoor area: <i >74</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812601563.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 74 m2,https://www.leboncoin.fr/locations/1812601563.htm/,,5,https://www.leboncoin.fr/
10,,,Appartement,,,"appartement piennes 5 piece(s) 113 m2 spacieux et lumineux appartement, comprenant: entree, cuisine separee equipee et amenagee, salle a manger, salon, 3 chambres, salle de bains, wc separes, jardin avec cabanon. loyer: 600euros libre de suite reference annonce : g00161638 honoraires a la charge du locataire : 425 € ttc dont 150 € pour l'etat des lieux depot de garantie : 600 €",g,,2020-07-09T11:18:00,,g,veterinary,"https://img7.leboncoin.fr/ad-large/84cd21c4359c27587564bb5b126c5b805cee4170.jpg, https://img0.leboncoin.fr/ad-large/32672270c33bfff54fed624bfea35932ea9f027f.jpg, https://img6.leboncoin.fr/ad-large/d540ce9ee4c64c92ff62033ef8f4842506c10b4b.jpg, https://img6.leboncoin.fr/ad-large/dede82d506855e034ab83a366282f2d5c537807d.jpg, https://img0.leboncoin.fr/ad-large/eac301a34be5259d0993e3cc4d2919512c51c868.jpg, https://img2.leboncoin.fr/ad-large/d8ee55451c527d76abfef88f991d5baef70d6773.jpg, https://img1.leboncoin.fr/ad-large/28d39d20ef8382f8c63a6a712ccea93666c2dd04.jpg, https://img1.leboncoin.fr/ad-large/e04e4a3fe839025537e9939c1c8dee2faac5467d.jpg, https://img7.leboncoin.fr/ad-large/84cd21c4359c27587564bb5b126c5b805cee4170.jpg, https://img0.leboncoin.fr/ad-large/32672270c33bfff54fed624bfea35932ea9f027f.jpg, https://img6.leboncoin.fr/ad-large/d540ce9ee4c64c92ff62033ef8f4842506c10b4b.jpg, https://img6.leboncoin.fr/ad-large/dede82d506855e034ab83a366282f2d5c537807d.jpg, https://img0.leboncoin.fr/ad-large/eac301a34be5259d0993e3cc4d2919512c51c868.jpg, https://img2.leboncoin.fr/ad-large/d8ee55451c527d76abfef88f991d5baef70d6773.jpg, https://img1.leboncoin.fr/ad-large/28d39d20ef8382f8c63a6a712ccea93666c2dd04.jpg, https://img1.leboncoin.fr/ad-large/e04e4a3fe839025537e9939c1c8dee2faac5467d.jpg, https://img7.leboncoin.fr/ad-large/84cd21c4359c27587564bb5b126c5b805cee4170.jpg",113,2020-07-09T11:18:00,49.3085543,5,piennes,5.7846233,,,,54490,600,,5.30973451327434,0,5,600,"price: <i >600</i> €<br />indoor area: <i >113</i> m²<br />outdoor area: <i >113</i> m²<br />rooms: <i >5</i> <br />floors: <i ></i> <br />energy grade: <i >g</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812601398.htm/"">leboncoin.fr</a> <br />",,appartement 5 pieces 113 m2,https://www.leboncoin.fr/locations/1812601398.htm/,,5,https://www.leboncoin.fr/
10,,,Maison,,,"une maison situee au centre ville, a usage d’habitation comprenant une belle entree, une cuisine, un sejour, 2 chambres avec placards, une salle de bains, un wc, une cave et un jardin avec dependance. chauffage individuel au gaz. proximite tous commerces, arret de bus, pharmacie, medecins.... libre de suite. provisions sur charges : 30.00€ comprenant entretien de chaudiere et ordures menageres. frais d'agence : 600.00€ dont 240.00€ de frais d'etat des lieux.",f,,2020-07-09T16:49:00,,g,veterinary,"https://img5.leboncoin.fr/ad-large/1038a4faa3e3dcd577d49aacabbc0c56531a46d2.jpg, https://img5.leboncoin.fr/ad-large/0a9e74daf37aed87af5e0590d6682413ccf124d8.jpg, https://img2.leboncoin.fr/ad-large/738e8a159ee48da5647a5af0691112a3bc765631.jpg, https://img6.leboncoin.fr/ad-large/47e354c172ee922d43dbb5153f15894682be14c0.jpg, https://img6.leboncoin.fr/ad-large/ab29e96fc92c5bf6db9c659d1785c992c35dab28.jpg, https://img5.leboncoin.fr/ad-large/1038a4faa3e3dcd577d49aacabbc0c56531a46d2.jpg, https://img5.leboncoin.fr/ad-large/0a9e74daf37aed87af5e0590d6682413ccf124d8.jpg, https://img2.leboncoin.fr/ad-large/738e8a159ee48da5647a5af0691112a3bc765631.jpg, https://img6.leboncoin.fr/ad-large/47e354c172ee922d43dbb5153f15894682be14c0.jpg, https://img6.leboncoin.fr/ad-large/ab29e96fc92c5bf6db9c659d1785c992c35dab28.jpg, https://img5.leboncoin.fr/ad-large/1038a4faa3e3dcd577d49aacabbc0c56531a46d2.jpg",82,2020-07-09T16:49:00,48.6231282,5,dombasle-sur-meurthe,6.3493799,,,,54110,650,,7.92682926829268,0,3,650,"price: <i >650</i> €<br />indoor area: <i >82</i> m²<br />outdoor area: <i >82</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >f</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812395975.htm/"">leboncoin.fr</a> <br />",,maison avec jardin,https://www.leboncoin.fr/locations/1812395975.htm/,,5,https://www.leboncoin.fr/
9,,,Appartement,,,"disponible. a louer f3 57m2 refait a neuf boulevard clemenceau a nancy a proximite d'artem et de toutes commodites ( tram a 300 m, arret de bus au pied de l'immeuble) petit immeuble de 5 appartements, cet appartement tres lumineux se situe au 1er etage . il est compose d'un salon sejour de 13 m2, de 2 chambres de 13 m2, d'une cuisine equipee de 8,5m2 , d'une salle d'eau entierement carrelee avec douche italienne et wc, d'une entree, d'une cave, d'un garage avec porte sectionnelle motorisee et d'un jardin collectif de 200 m2. le chauffage est au gaz de ville, les fenetres sont equipees de double vitrage, plafonds acoustiques. le loyer est de 650 € + 40 € de charges ( eau, ordures menageres, minuterie communs, entretien chaudiere et jardin). garants exiges. contact par telephone souhaite.",c,,2020-07-09T17:19:00,,d,veterinary,"https://img6.leboncoin.fr/ad-large/698dce18c68bee4c5cf38ef702503aee4f443d47.jpg, https://img5.leboncoin.fr/ad-large/e6442beacb4cb47bac8da3d7749b4458fa0597ab.jpg, https://img0.leboncoin.fr/ad-large/fc0790ff53456f1161699eb2a1a42f81f9059360.jpg, https://img6.leboncoin.fr/ad-large/698dce18c68bee4c5cf38ef702503aee4f443d47.jpg, https://img5.leboncoin.fr/ad-large/e6442beacb4cb47bac8da3d7749b4458fa0597ab.jpg, https://img0.leboncoin.fr/ad-large/fc0790ff53456f1161699eb2a1a42f81f9059360.jpg, https://img6.leboncoin.fr/ad-large/698dce18c68bee4c5cf38ef702503aee4f443d47.jpg",57,2020-07-09T17:19:00,48.6937223,5,nancy,6.1834097,,,,54000,690,,12.1052631578947,0,3,690,"price: <i >690</i> €<br />indoor area: <i >57</i> m²<br />outdoor area: <i >57</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812411533.htm/"">leboncoin.fr</a> <br />",,f3 refait a neuf 57 m2 avec garage,https://www.leboncoin.fr/locations/1812411533.htm/,,5,https://www.leboncoin.fr/profil/9a3faafb-9fac-4ac7-86f0-4a0307b2312c/offres
9,,,Appartement,,,"t2 equipe - av general leclerc - nancy avenue general leclerc - proche artem, secteur blandan ++ axe tram, au rdc, renove, piece principale avec coin cuisine (meuble haut et bas), chambre avec acces balcon, salle d'eau, wc separe. -jardin commun -cave- chauffage individuel electrique- reference annonce : 3214 honoraires a la charge du locataire : 278 € ttc dont 165 € pour l'etat des lieux depot de garantie : 413 € montant des charges : 45 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",,,2020-07-09T18:30:00,,,veterinary,"https://img2.leboncoin.fr/ad-large/354d8e348edc8dd18b01746519a89326cb68f27e.jpg, https://img5.leboncoin.fr/ad-large/a7de9c0ad5668b1d1316adeb9f2165be0df74aca.jpg, https://img2.leboncoin.fr/ad-large/1a739e31e580d6eac906d85e94d200c87fc30848.jpg, https://img6.leboncoin.fr/ad-large/967f07ce9ecd30019dce9c041c6c8d1c05230b94.jpg, https://img4.leboncoin.fr/ad-large/1917e8d796a95b6f83768b6e02bae9cb748d32df.jpg, https://img7.leboncoin.fr/ad-large/67eb4fd8eb9d72802b61051869defdc61695c2ac.jpg, https://img7.leboncoin.fr/ad-large/be7ca2e4e4cab6dd54e564e23fb802f5b7125c3f.jpg, https://img4.leboncoin.fr/ad-large/4b39d16999cf772feaa8373aeacd82a543fc417c.jpg, https://img2.leboncoin.fr/ad-large/354d8e348edc8dd18b01746519a89326cb68f27e.jpg, https://img5.leboncoin.fr/ad-large/a7de9c0ad5668b1d1316adeb9f2165be0df74aca.jpg, https://img2.leboncoin.fr/ad-large/1a739e31e580d6eac906d85e94d200c87fc30848.jpg, https://img6.leboncoin.fr/ad-large/967f07ce9ecd30019dce9c041c6c8d1c05230b94.jpg, https://img4.leboncoin.fr/ad-large/1917e8d796a95b6f83768b6e02bae9cb748d32df.jpg, https://img7.leboncoin.fr/ad-large/67eb4fd8eb9d72802b61051869defdc61695c2ac.jpg, https://img7.leboncoin.fr/ad-large/be7ca2e4e4cab6dd54e564e23fb802f5b7125c3f.jpg, https://img4.leboncoin.fr/ad-large/4b39d16999cf772feaa8373aeacd82a543fc417c.jpg, https://img2.leboncoin.fr/ad-large/354d8e348edc8dd18b01746519a89326cb68f27e.jpg",55,2020-07-09T18:30:00,48.6937223,5,nancy,6.1834097,,,,54000,462,,8.4,0,2,462,"price: <i >462</i> €<br />indoor area: <i >55</i> m²<br />outdoor area: <i >55</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812555760.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 55 m2,https://www.leboncoin.fr/locations/1812555760.htm/,,5,https://www.leboncoin.fr/
9,,,Appartement,,,"laneuveville 3 pieces 70.0 m2 dans un immeuble calme et entretenu, possedant un garage privatif, une cave et dispose d'un jardin collectif. entree cuisine, vaste sejour, 2 chambres, salle de bains, wc. chauffage individuel gaz. libre de suite. assurance multirisques privilege *: 15.22 € / mois *services facultatifs, voir conditions en agences reference annonce : 1590978 honoraires a la charge du locataire : 200 € ttc dont 100 € pour l'etat des lieux depot de garantie : 630 € montant des charges : 70 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",e,,2020-07-09T20:09:00,,e,veterinary,"https://img7.leboncoin.fr/ad-large/7c45361cccc79668030d5e729526355d4fdec7b5.jpg, https://img3.leboncoin.fr/ad-large/44163211db3eae19bfc6f5cc0ba993e018fc41b3.jpg, https://img3.leboncoin.fr/ad-large/120cdaf09fc5aa50ae914f84973b508abc70d3a3.jpg, https://img3.leboncoin.fr/ad-large/0e2e31734b23b860dccd9b6c5408b2b3ff59980b.jpg, https://img0.leboncoin.fr/ad-large/6fa4a1d5c6de3744550d4338ed1a8d514cb68bb6.jpg, https://img1.leboncoin.fr/ad-large/3b5073d1192541bf1a42eab692598c9794e6c5b5.jpg, https://img7.leboncoin.fr/ad-large/7c45361cccc79668030d5e729526355d4fdec7b5.jpg, https://img3.leboncoin.fr/ad-large/44163211db3eae19bfc6f5cc0ba993e018fc41b3.jpg, https://img3.leboncoin.fr/ad-large/120cdaf09fc5aa50ae914f84973b508abc70d3a3.jpg, https://img3.leboncoin.fr/ad-large/0e2e31734b23b860dccd9b6c5408b2b3ff59980b.jpg, https://img0.leboncoin.fr/ad-large/6fa4a1d5c6de3744550d4338ed1a8d514cb68bb6.jpg, https://img1.leboncoin.fr/ad-large/3b5073d1192541bf1a42eab692598c9794e6c5b5.jpg, https://img7.leboncoin.fr/ad-large/7c45361cccc79668030d5e729526355d4fdec7b5.jpg",70,2020-07-09T20:09:00,48.656251,5,laneuveville-devant-nancy,6.2314017,,,,54410,700,,10,0,3,700,"price: <i >700</i> €<br />indoor area: <i >70</i> m²<br />outdoor area: <i >70</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >e</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1714502846.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 70 m2,https://www.leboncoin.fr/locations/1714502846.htm/,,5,https://www.leboncoin.fr/
